GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Maven Enforcer Rule dependOnAllProjects,com.github.mikkoi.maven.enforcer.rules,DependOnAllProjects,1224,0,132,0,200,0,87,0,21,0
